CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
20001,,,540,620,,,540,620,,,AAS 010
20001,,,,,,,1030,1080,,,AAS 010
20002,,,540,620,,,540,620,,,AAS 010
20002,,,,,,,1090,1140,,,AAS 010
52915,,,,,970,1020,,,,,AAS 015
52915,,,1090,1170,,,1090,1170,,,AAS 015
52916,,,,,1030,1080,,,,,AAS 015
52916,,,1090,1170,,,1090,1170,,,AAS 015
52917,,,1090,1170,,,1090,1170,,,AAS 015
52917,,,,,1090,1140,,,,,AAS 015
52918,,,1090,1170,,,1090,1170,,,AAS 015
52918,,,,,1150,1200,,,,,AAS 015
20003,,,730,840,,,730,840,,,AAS 016
52913,,,630,710,,,630,710,,,AAS 053
52913,,,1030,1080,,,,,,,AAS 053
52914,,,1090,1140,,,,,,,AAS 053
52914,,,630,710,,,630,710,,,AAS 053
@,,,,,,,,,,,AAS 099
20018,850,960,,,850,960,,,,,AAS 107A
53548,600,710,,,600,710,,,,,AAS 107C
52919,730,840,,,730,840,,,,,AAS 110
52920,970,1080,,,970,1080,,,,,AAS 111
52922,,,970,1080,,,970,1080,,,AAS 123
@,,,,,,,,,,,AAS 192
@,,,,,,,,,,,AAS 197T
@,,,,,,,,,,,AAS 198
@,,,,,,,,,,,AAS 199
@,,,,,,,,,,,AAS 298A
@,,,,,,,,,,,AAS 298B
@,,,,,,,,,,,AAS 299
20617,970,1020,,,,,,,,,AGC 290
20618,,,,,970,1080,,,,,AGC 290
@,,,,,,,,,,,AGC 298
@,,,,,,,,,,,AGC 299
22402,1090,1200,,,1090,1200,,,,,ARE 018
@,,,,,,,,,,,ARE 098
@,,,,,,,,,,,ARE 099
22485,,,1090,1140,,,,,,,ARE 100A
22485,,,540,620,,,540,620,,,ARE 100A
22486,,,1150,1200,,,,,,,ARE 100A
22486,,,540,620,,,540,620,,,ARE 100A
22487,,,540,620,,,540,620,,,ARE 100A
22487,,,,,1090,1140,,,,,ARE 100A
22488,,,540,620,,,540,620,,,ARE 100A
22488,,,,,1150,1200,,,,,ARE 100A
22489,,,540,620,,,540,620,,,ARE 100A
22489,,,,,1030,1080,,,,,ARE 100A
22490,,,,,1090,1140,,,,,ARE 100A
22490,,,540,620,,,540,620,,,ARE 100A
22491,,,540,620,,,540,620,,,ARE 100A
22491,,,1030,1080,,,,,,,ARE 100A
22492,,,540,620,,,540,620,,,ARE 100A
22492,,,1090,1140,,,,,,,ARE 100A
22493,,,540,620,,,540,620,,,ARE 100A
22493,,,1150,1200,,,,,,,ARE 100A
22494,,,540,620,,,540,620,,,ARE 100A
22494,,,1090,1140,,,,,,,ARE 100A
22495,,,540,620,,,540,620,,,ARE 100A
22495,,,,,1030,1080,,,,,ARE 100A
22496,,,,,1090,1140,,,,,ARE 100A
22496,,,540,620,,,540,620,,,ARE 100A
22497,,,1090,1140,,,,,,,ARE 100B
22497,,,910,990,,,910,990,,,ARE 100B
22498,,,910,990,,,910,990,,,ARE 100B
22498,,,1150,1200,,,,,,,ARE 100B
22499,,,910,990,,,910,990,,,ARE 100B
22499,,,,,1030,1080,,,,,ARE 100B
22500,,,910,990,,,910,990,,,ARE 100B
22500,,,,,1090,1140,,,,,ARE 100B
22501,,,910,990,,,910,990,,,ARE 100B
22501,,,,,1030,1080,,,,,ARE 100B
22502,,,910,990,,,910,990,,,ARE 100B
22502,,,,,1090,1140,,,,,ARE 100B
22503,660,710,,,660,710,,,660,710,ARE 106
22503,1030,1080,,,,,,,,,ARE 106
22504,660,710,,,660,710,,,660,710,ARE 106
22504,1090,1140,,,,,,,,,ARE 106
22505,660,710,,,660,710,,,660,710,ARE 106
22505,,,1090,1140,,,,,,,ARE 106
22506,660,710,,,660,710,,,660,710,ARE 106
22506,,,1150,1200,,,,,,,ARE 106
22507,660,710,,,660,710,,,660,710,ARE 106
22507,1090,1140,,,,,,,,,ARE 106
22508,1150,1200,,,,,,,,,ARE 106
22508,660,710,,,660,710,,,660,710,ARE 106
22509,970,1080,,,970,1080,,,,,ARE 112
22510,,,820,900,,,820,900,,,ARE 115A
22510,,,1090,1140,,,,,,,ARE 115A
22511,,,820,900,,,820,900,,,ARE 115A
22511,,,1150,1200,,,,,,,ARE 115A
22512,,,1090,1140,,,,,,,ARE 115A
22512,,,820,900,,,820,900,,,ARE 115A
22513,,,1150,1200,,,,,,,ARE 115A
22513,,,820,900,,,820,900,,,ARE 115A
22514,,,,,1090,1140,,,,,ARE 115A
22514,,,820,900,,,820,900,,,ARE 115A
22515,,,,,1150,1200,,,,,ARE 115A
22515,,,820,900,,,820,900,,,ARE 115A
22516,,,,,1090,1140,,,,,ARE 115A
22516,,,820,900,,,820,900,,,ARE 115A
22517,,,820,900,,,820,900,,,ARE 115A
22517,,,,,1150,1200,,,,,ARE 115A
22518,,,820,900,,,820,900,,,ARE 115A
22518,,,,,1030,1080,,,,,ARE 115A
22519,,,820,900,,,820,900,,,ARE 115A
22519,,,,,1090,1140,,,,,ARE 115A
53396,,,730,810,,,,,,,ARE 115BY
53396,,,,,,,,,480,530,ARE 115BY
53397,,,820,900,,,,,,,ARE 115BY
53397,,,,,,,,,480,530,ARE 115BY
53398,,,,,,,730,810,,,ARE 115BY
53398,,,,,,,,,480,530,ARE 115BY
53399,,,,,,,,,480,530,ARE 115BY
53399,,,,,,,820,900,,,ARE 115BY
22526,970,1080,,,970,1080,,,,,ARE 118
22527,1090,1200,,,1090,1200,,,,,ARE 119
22530,600,680,,,600,680,,,,,ARE 138
22530,690,710,,,690,710,,,,,ARE 138
22531,,,,,1030,1080,,,,,ARE 139
22531,,,630,710,,,630,710,,,ARE 139
22532,,,,,1090,1140,,,,,ARE 139
22532,,,630,710,,,630,710,,,ARE 139
22533,,,630,710,,,630,710,,,ARE 139
22533,,,1030,1080,,,,,,,ARE 139
22534,,,1090,1140,,,,,,,ARE 139
22534,,,630,710,,,630,710,,,ARE 139
22535,480,530,,,480,530,,,480,530,ARE 142
22536,,,730,840,,,730,840,,,ARE 143
22537,,,1030,1080,,,,,,,ARE 146
22537,,,820,900,,,820,900,,,ARE 146
22538,,,1090,1140,,,,,,,ARE 146
22538,,,820,900,,,820,900,,,ARE 146
22539,,,820,900,,,820,900,,,ARE 146
22539,,,,,1030,1080,,,,,ARE 146
22540,,,,,1090,1140,,,,,ARE 146
22540,,,820,900,,,820,900,,,ARE 146
22541,,,630,710,,,630,710,,,ARE 155
22541,,,1030,1080,,,,,,,ARE 155
22542,,,630,710,,,630,710,,,ARE 155
22542,,,1090,1140,,,,,,,ARE 155
22543,,,630,710,,,630,710,,,ARE 155
22543,,,1090,1140,,,,,,,ARE 155
22544,,,630,710,,,630,710,,,ARE 155
22544,,,1150,1200,,,,,,,ARE 155
22545,,,630,710,,,630,710,,,ARE 155
22545,,,,,1030,1080,,,,,ARE 155
22546,,,630,710,,,630,710,,,ARE 155
22546,,,,,1090,1140,,,,,ARE 155
22547,790,840,,,790,840,,,790,840,ARE 155
22547,1030,1080,,,,,,,,,ARE 155
22548,790,840,,,790,840,,,790,840,ARE 155
22548,1090,1140,,,,,,,,,ARE 155
22549,790,840,,,790,840,,,790,840,ARE 155
22549,,,1030,1080,,,,,,,ARE 155
22550,790,840,,,790,840,,,790,840,ARE 155
22550,,,1090,1140,,,,,,,ARE 155
22551,790,840,,,790,840,,,790,840,ARE 155
22551,1030,1080,,,,,,,,,ARE 155
22552,1090,1140,,,,,,,,,ARE 155
22552,790,840,,,790,840,,,790,840,ARE 155
22553,,,450,530,,,450,530,,,ARE 171
22553,,,,,1030,1080,,,,,ARE 171
22554,,,,,1090,1140,,,,,ARE 171
22554,,,450,530,,,450,530,,,ARE 171
22555,,,450,530,,,450,530,,,ARE 171
22555,,,,,1090,1140,,,,,ARE 171
22556,,,450,530,,,450,530,,,ARE 171
22556,,,,,1150,1200,,,,,ARE 171
22557,,,450,530,,,450,530,,,ARE 171
22557,,,1030,1080,,,,,,,ARE 171
22558,,,450,530,,,450,530,,,ARE 171
22558,,,1090,1140,,,,,,,ARE 171
22559,,,730,810,,,730,810,,,ARE 172
22559,,,1030,1080,,,,,,,ARE 172
22560,,,730,810,,,730,810,,,ARE 172
22560,,,1090,1140,,,,,,,ARE 172
22561,,,730,810,,,730,810,,,ARE 172
22561,,,,,1030,1080,,,,,ARE 172
22562,,,730,810,,,730,810,,,ARE 172
22562,,,,,1090,1140,,,,,ARE 172
22563,,,1000,1080,,,1000,1080,,,ARE 176
22563,,,1090,1140,,,,,,,ARE 176
22564,,,1000,1080,,,1000,1080,,,ARE 176
22564,,,1150,1200,,,,,,,ARE 176
22565,,,1000,1080,,,1000,1080,,,ARE 176
22565,,,,,1030,1080,,,,,ARE 176
22566,,,,,1090,1140,,,,,ARE 176
22566,,,1000,1080,,,1000,1080,,,ARE 176
@,,,,,,,,,,,ARE 192
@,,,,,,,,,,,ARE 197T
@,,,,,,,,,,,ARE 198
@,,,,,,,,,,,ARE 199
22743,820,840,,,820,840,,,,,ARE 200A
22743,730,810,,,730,810,,,,,ARE 200A
22744,970,1050,,,970,1050,,,,,ARE 202A
@,,,730,840,,,730,840,,,ARE 204A
22746,,,850,930,,,850,930,,,ARE 215A
22746,,,940,960,,,940,960,,,ARE 215A
22747,730,840,,,730,840,,,,,ARE 223
22748,820,840,,,820,840,,,,,ARE 231
22748,730,810,,,730,810,,,,,ARE 231
22749,,,600,710,,,600,710,,,ARE 239
22749,,,,,,,,,,,ARE 239
22750,,,,,,,,,,,ARE 240D
22750,,,540,620,,,540,620,,,ARE 240D
22751,600,710,,,600,710,,,,,ARE 254
@,600,680,,,600,680,,,,,ARE 256A
@,,,,,,,,,790,840,ARE 256A
22753,,,730,840,,,730,840,,,ARE 276A
@,,,,,,,,,,,ARE 298
@,,,,,,,,,,,ARE 299
@,,,,,,,,,,,ARE 299D
@,,,,,,,,,,,ARE 396
@,,,,,,,,,,,AED 092
@,,,,,,,,,,,AED 098
@,,,,,,,,,,,AED 099
20607,,,1030,1200,,,,,,,AED 160
53169,,,540,590,,,,,,,AED 171
53169,,,,,,,540,710,,,AED 171
@,,,,,,,,,,,AED 192
@,,,,,,,,,,,AED 198
@,,,,,,,,,,,AED 199
20846,,,540,620,,,540,620,,,AMS 001C
20846,,,1090,1140,,,,,,,AMS 001C
20847,,,540,620,,,540,620,,,AMS 001C
20847,,,1150,1200,,,,,,,AMS 001C
20848,,,540,620,,,540,620,,,AMS 001C
20848,,,,,970,1020,,,,,AMS 001C
20849,,,540,620,,,540,620,,,AMS 001C
20849,,,,,1030,1080,,,,,AMS 001C
53090,,,540,620,,,540,620,,,AMS 001C
53090,,,,,,,1090,1140,,,AMS 001C
53091,,,540,620,,,540,620,,,AMS 001C
53091,,,,,,,1150,1200,,,AMS 001C
20850,,,970,1020,,,,,,,AMS 010
20850,,,730,810,,,730,810,,,AMS 010
20851,,,730,810,,,730,810,,,AMS 010
20851,,,1030,1080,,,,,,,AMS 010
20852,,,,,1090,1140,,,,,AMS 010
20852,,,730,810,,,730,810,,,AMS 010
20853,,,,,1150,1200,,,,,AMS 010
20853,,,730,810,,,730,810,,,AMS 010
20854,,,,,,,1030,1080,,,AMS 010
20854,,,730,810,,,730,810,,,AMS 010
20855,,,,,,,1090,1140,,,AMS 010
20855,,,730,810,,,730,810,,,AMS 010
53092,,,730,810,,,730,810,,,AMS 010
53092,,,,,,,,,600,650,AMS 010
53093,,,730,810,,,730,810,,,AMS 010
53093,,,,,,,,,660,710,AMS 010
20856,,,1090,1140,,,,,,,AMS 021
20856,,,820,900,,,820,900,,,AMS 021
20857,,,1150,1200,,,,,,,AMS 021
20857,,,820,900,,,820,900,,,AMS 021
20858,,,,,1030,1080,,,,,AMS 021
20858,,,820,900,,,820,900,,,AMS 021
20859,,,820,900,,,820,900,,,AMS 021
20859,,,,,1090,1140,,,,,AMS 021
20860,,,820,900,,,820,900,,,AMS 021
20860,,,,,,,1090,1140,,,AMS 021
20861,,,,,,,1150,1200,,,AMS 021
20861,,,820,900,,,820,900,,,AMS 021
20862,,,630,710,,,630,710,,,AMS 030
20862,,,1030,1080,,,,,,,AMS 030
20863,,,630,710,,,630,710,,,AMS 030
20863,,,1090,1140,,,,,,,AMS 030
20864,,,630,710,,,630,710,,,AMS 030
20864,,,,,,,970,1020,,,AMS 030
20865,,,630,710,,,630,710,,,AMS 030
20865,,,,,,,1030,1080,,,AMS 030
20867,,,,,540,590,,,,,AMS 095
20867,540,590,,,,,,,,,AMS 095
@,,,,,,,,,,,AMS 098
@,,,,,,,,,,,AMS 099
53102,,,790,960,,,,,,,AMS 101B
20881,,,1000,1080,,,1000,1080,,,AMS 150
20882,,,910,990,,,910,990,,,AMS 155
20883,820,840,,,820,840,,,,,AMS 156
20883,730,810,,,730,810,,,,,AMS 156
20887,,,,,,,600,710,,,AMS 190A
@,,,,,,,,,,,AMS 190B
@,,,,,,,,,,,AMS 192
@,,,,,,,,,,,AMS 197T
@,,,,,,,,,,,AMS 199
@,,,,,,,,,,,AMS 298
@,,,,,,,,,,,AMS 299
@,,,,,,,,,,,AMS 396
20942,600,710,,,600,710,,,,,ANB 218A
20942,,,,,,,,,600,650,ANB 218A
@,,,,,,,,,,,ANB 290
@,,,,,,,,,,,ANB 298
@,,,,,,,,,,,ANB 299
20217,,,,,,,480,530,,,ABI 050A
20217,,,540,710,,,,,,,ABI 050A
20218,,,850,1020,,,,,,,ABI 050A
20218,,,,,,,480,530,,,ABI 050A
20219,,,,,,,540,710,,,ABI 050A
20219,,,,,,,480,530,,,ABI 050A
20220,,,,,,,480,530,,,ABI 050A
20220,,,,,,,850,1020,,,ABI 050A
20221,,,630,710,,,630,710,,,ABI 050B
@,,,,,,,,,,,ABI 092
@,,,,,,,,,,,ABI 098
@,,,,,,,,,,,ABI 099
20240,480,530,480,530,480,530,480,530,,,ABI 102
20240,,,,,,,,,480,530,ABI 102
20241,,,,,850,900,,,,,ABI 187
20241,850,900,,,,,,,,,ABI 187
@,,,,,,,,,,,ABI 189
@,,,,,,,,,,,ABI 189D
@,,,,,,,,,,,ABI 192
@,,,,,,,,,,,ABI 198
@,,,,,,,,,,,ABI 199
20074,,,,,,,600,690,,,ABG 200A
20074,,,,,,,,,600,690,ABG 200A
20075,,,910,960,,,,,,,ABG 202
20075,,,850,900,,,,,,,ABG 202
20076,,,,,,,,,,,ABG 290
20077,,,,,,,,,,,ABG 290
20078,,,,,,,,,,,ABG 290
20079,,,,,,,,,,,ABG 290
20080,,,,,,,,,,,ABG 290
20081,,,,,,,,,,,ABG 290
@,,,,,,,,,,,ABG 298
@,,,,,,,,,,,ABG 299
20200,,,,,,,,,,,ABG 300
@,,,,,,,,,,,ABG 396
21054,,,910,960,,,,,,,ANG 107
21054,,,850,900,,,,,,,ANG 107
21054,,,,,,,,,540,590,ANG 107
21054,540,590,540,590,540,590,540,590,,,ANG 107
21055,,,850,900,,,,,,,ANG 107
21055,,,,,,,,,540,590,ANG 107
21055,,,910,960,,,,,,,ANG 107
21055,540,590,540,590,540,590,540,590,,,ANG 107
21056,540,590,540,590,540,590,540,590,,,ANG 107
21056,,,,,,,,,540,590,ANG 107
21056,,,730,780,,,,,,,ANG 107
21056,,,790,840,,,,,,,ANG 107
21057,540,590,540,590,540,590,540,590,,,ANG 107
21057,,,,,,,,,540,590,ANG 107
21057,,,730,780,,,,,,,ANG 107
21057,,,790,840,,,,,,,ANG 107
21058,540,590,540,590,540,590,540,590,,,ANG 107
21058,,,,,,,,,540,590,ANG 107
21058,,,970,1020,,,,,,,ANG 107
21058,,,1030,1080,,,,,,,ANG 107
21059,,,,,790,960,,,790,960,ANG 111
21059,540,590,,,540,590,,,,,ANG 111
@,,,,,,,,,,,ANG 198
@,,,,,,,,,,,ANG 199
@,,,,,,,,,,,ANG 298
@,,,,,,,,,,,ANG 299
21120,,,480,650,,,,,,,ANS 001
21120,660,710,,,660,710,,,660,710,ANS 001
21121,,,480,650,,,,,,,ANS 001
21121,660,710,,,660,710,,,660,710,ANS 001
21122,660,710,,,660,710,,,660,710,ANS 001
21122,,,1380,830,,,,,,,ANS 001
21123,660,710,,,660,710,,,660,710,ANS 001
21123,,,1380,830,,,,,,,ANS 001
21124,660,710,,,660,710,,,660,710,ANS 001
21124,,,850,1020,,,,,,,ANS 001
21125,660,710,,,660,710,,,660,710,ANS 001
21125,,,850,1020,,,,,,,ANS 001
21126,,,,,480,650,,,,,ANS 001
21126,660,710,,,660,710,,,660,710,ANS 001
21127,,,,,480,650,,,,,ANS 001
21127,660,710,,,660,710,,,660,710,ANS 001
21128,660,710,,,660,710,,,660,710,ANS 001
21128,,,,,730,900,,,,,ANS 001
21129,660,710,,,660,710,,,660,710,ANS 001
21129,,,,,730,900,,,,,ANS 001
21130,660,710,,,660,710,,,660,710,ANS 001
21130,,,,,910,1080,,,,,ANS 001
21131,660,710,,,660,710,,,660,710,ANS 001
21131,,,,,910,1080,,,,,ANS 001
21132,,,,,,,480,650,,,ANS 001
21132,660,710,,,660,710,,,660,710,ANS 001
21133,660,710,,,660,710,,,660,710,ANS 001
21133,,,,,,,480,650,,,ANS 001
21134,,,,,,,1380,830,,,ANS 001
21134,660,710,,,660,710,,,660,710,ANS 001
21135,660,710,,,660,710,,,660,710,ANS 001
21135,,,,,,,1380,830,,,ANS 001
21136,660,710,,,660,710,,,660,710,ANS 001
21136,,,,,,,850,1020,,,ANS 001
21137,660,710,,,660,710,,,660,710,ANS 001
21137,,,,,,,850,1020,,,ANS 001
21138,,,,,,,,,480,650,ANS 001
21138,660,710,,,660,710,,,660,710,ANS 001
21139,,,,,,,,,480,650,ANS 001
21139,660,710,,,660,710,,,660,710,ANS 001
21140,660,710,,,660,710,,,660,710,ANS 001
21140,,,,,,,,,730,900,ANS 001
21141,660,710,,,660,710,,,660,710,ANS 001
21141,,,,,,,,,730,900,ANS 001
21142,600,650,,,600,650,,,600,650,ANS 018
21142,,,,,,,600,650,,,ANS 018
21143,600,650,,,600,650,,,600,650,ANS 018
21143,,,,,,,,,540,590,ANS 018
21144,600,650,,,600,650,,,600,650,ANS 018
21144,,,,,,,540,590,,,ANS 018
21145,,,,,,,,,850,1020,ANS 022A
21146,,,480,530,,,480,530,,,ANS 041
21147,,,910,1080,,,,,,,ANS 041L
21147,,,850,900,,,,,,,ANS 041L
21148,,,850,900,,,,,,,ANS 041L
21148,,,910,1080,,,,,,,ANS 041L
21149,,,,,,,910,1080,,,ANS 041L
21149,,,,,,,850,900,,,ANS 041L
21150,,,,,,,910,1080,,,ANS 041L
21150,,,,,,,850,900,,,ANS 041L
21151,,,480,650,,,,,,,ANS 049B
21151,,,660,710,,,,,,,ANS 049B
21152,,,,,480,650,,,,,ANS 049B
21152,,,660,710,,,,,,,ANS 049B
21153,,,660,710,,,,,,,ANS 049B
21153,,,,,,,480,650,,,ANS 049B
21154,,,,,,,,,480,650,ANS 049B
21154,,,660,710,,,,,,,ANS 049B
21155,540,710,,,,,,,,,ANS 049C
21155,730,780,,,,,,,,,ANS 049C
21156,730,780,,,,,,,,,ANS 049C
21156,,,540,710,,,,,,,ANS 049C
21157,730,780,,,,,,,,,ANS 049C
21157,,,,,540,710,,,,,ANS 049C
21158,730,780,,,,,,,,,ANS 049C
21158,,,,,,,540,710,,,ANS 049C
21159,730,780,,,,,,,,,ANS 049C
21159,,,,,,,,,540,710,ANS 049C
21160,730,780,,,,,,,,,ANS 049C
21160,,,,,,,,,,,ANS 049C
21161,730,780,,,,,,,,,ANS 049C
21161,,,,,,,,,,,ANS 049C
21162,730,780,,,,,,,,,ANS 049C
21162,300,470,,,,,,,,,ANS 049C
21163,730,780,,,,,,,,,ANS 049C
21163,,,300,470,,,,,,,ANS 049C
21164,,,,,300,470,,,,,ANS 049C
21164,730,780,,,,,,,,,ANS 049C
21165,,,,,,,300,470,,,ANS 049C
21165,730,780,,,,,,,,,ANS 049C
21166,,,,,,,,,300,470,ANS 049C
21166,730,780,,,,,,,,,ANS 049C
21167,730,780,,,,,,,,,ANS 049C
21167,,,,,,,,,,,ANS 049C
21168,,,,,,,,,,,ANS 049C
21168,730,780,,,,,,,,,ANS 049C
21169,730,780,,,,,,,,,ANS 049C
21169,970,1140,,,,,,,,,ANS 049C
21170,730,780,,,,,,,,,ANS 049C
21170,,,970,1140,,,,,,,ANS 049C
21171,730,780,,,,,,,,,ANS 049C
21171,,,,,970,1140,,,,,ANS 049C
21172,730,780,,,,,,,,,ANS 049C
21172,,,,,,,970,1140,,,ANS 049C
21173,730,780,,,,,,,,,ANS 049C
21173,,,,,,,,,970,1140,ANS 049C
21174,730,780,,,,,,,,,ANS 049C
21174,,,,,,,,,,,ANS 049C
21175,,,,,,,,,,,ANS 049C
21175,730,780,,,,,,,,,ANS 049C
21176,,,,,730,780,,,,,ANS 049D
21176,,,790,960,,,,,,,ANS 049D
21177,,,,,730,780,,,,,ANS 049D
21177,,,,,,,790,960,,,ANS 049D
21178,,,,,,,,,790,960,ANS 049D
21178,,,,,730,780,,,,,ANS 049D
21179,,,,,540,710,,,,,ANS 049E
21179,,,600,650,,,,,,,ANS 049E
21180,,,,,,,540,710,,,ANS 049E
21180,,,600,650,,,,,,,ANS 049E
21181,,,600,650,,,,,,,ANS 049E
21181,,,,,,,,,540,710,ANS 049E
21182,,,480,650,,,,,,,ANS 049G
21182,910,960,,,,,,,,,ANS 049G
21183,,,790,960,,,,,,,ANS 049G
21183,910,960,,,,,,,,,ANS 049G
21184,,,,,480,650,,,,,ANS 049G
21184,910,960,,,,,,,,,ANS 049G
21185,,,,,790,960,,,,,ANS 049G
21185,910,960,,,,,,,,,ANS 049G
21186,,,,,,,480,650,,,ANS 049G
21186,910,960,,,,,,,,,ANS 049G
21187,,,660,710,,,,,,,ANS 049H
21187,,,,,540,710,,,,,ANS 049H
21188,,,660,710,,,,,,,ANS 049H
21188,,,,,,,540,710,,,ANS 049H
21189,,,660,710,,,,,,,ANS 049H
21189,,,,,,,,,540,710,ANS 049H
21190,480,650,,,,,,,,,ANS 049I
21190,,,660,710,,,,,,,ANS 049I
21191,,,660,710,,,,,,,ANS 049I
21191,,,480,650,,,,,,,ANS 049I
21192,,,660,710,,,,,,,ANS 049I
21192,,,,,480,650,,,,,ANS 049I
21193,,,,,,,480,650,,,ANS 049I
21193,,,660,710,,,,,,,ANS 049I
21194,,,,,,,730,780,,,ANS 049J
21194,480,650,,,,,,,,,ANS 049J
21195,,,,,,,730,780,,,ANS 049J
21195,,,480,650,,,,,,,ANS 049J
21196,,,,,,,730,780,,,ANS 049J
21196,,,,,480,650,,,,,ANS 049J
21197,,,,,,,730,780,,,ANS 049J
21197,,,,,,,480,650,,,ANS 049J
21198,,,,,,,,,480,650,ANS 049J
21198,,,,,,,730,780,,,ANS 049J
21199,,,600,650,,,,,,,ANS 049K
21199,,,,,540,710,,,,,ANS 049K
21200,,,600,650,,,,,,,ANS 049K
21200,,,,,,,540,710,,,ANS 049K
21201,,,600,650,,,,,,,ANS 049K
21201,,,,,,,,,540,710,ANS 049K
@,,,,,,,,,,,ANS 090C
@,,,,,,,,,,,ANS 092
@,,,,,,,,,,,ANS 098
@,,,,,,,,,,,ANS 099
21386,600,650,,,600,650,,,600,650,ANS 104
21386,,,,,,,660,710,,,ANS 104
21387,,,,,,,730,780,,,ANS 104
21387,600,650,,,600,650,,,600,650,ANS 104
21388,,,,,,,790,840,,,ANS 104
21388,600,650,,,600,650,,,600,650,ANS 104
21389,600,650,,,600,650,,,600,650,ANS 104
21389,,,,,,,850,900,,,ANS 104
21390,600,650,,,600,650,,,600,650,ANS 104
21390,,,,,,,910,960,,,ANS 104
21391,600,650,,,600,650,,,600,650,ANS 104
21391,,,,,,,970,1020,,,ANS 104
21392,,,,,,,1030,1080,,,ANS 104
21392,600,650,,,600,650,,,600,650,ANS 104
21393,660,710,,,660,710,,,660,710,ANS 115
21393,,,850,1020,,,,,,,ANS 115
21394,660,710,,,660,710,,,660,710,ANS 115
21394,,,,,850,1020,,,,,ANS 115
21395,660,710,,,660,710,,,660,710,ANS 115
21395,,,,,,,850,1020,,,ANS 115
21397,,,,,790,840,,,,,ANS 132
21397,,,,,1320,770,,,1320,770,ANS 132
21398,,,,,,,,,,,ANS 135
21398,,,,,,,850,1020,,,ANS 135
21398,,,,,,,790,840,,,ANS 135
21399,,,,,850,1020,,,,,ANS 136
21399,,,,,,,,,790,960,ANS 136
21399,,,730,780,,,,,,,ANS 136
53170,,,,,850,900,,,,,ANS 138
53170,1320,770,1320,770,,,,,,,ANS 138
21400,910,1080,,,,,,,,,ANS 140
21400,790,840,,,790,840,,,790,840,ANS 140
21401,,,,,,,850,1020,,,ANS 140
21401,790,840,,,790,840,,,790,840,ANS 140
21402,730,780,,,,,,,,,ANS 142
21402,660,710,,,660,710,,,660,710,ANS 142
21403,,,730,780,,,,,,,ANS 142
21403,660,710,,,660,710,,,660,710,ANS 142
21404,660,710,,,660,710,,,660,710,ANS 142
21404,,,,,730,780,,,,,ANS 142
21405,,,,,,,,,730,780,ANS 142
21405,660,710,,,660,710,,,660,710,ANS 142
53171,540,590,,,540,590,,,540,590,ANS 143
21406,790,840,,,790,840,,,790,840,ANS 170
21406,,,790,840,,,,,,,ANS 170
21407,790,840,,,790,840,,,790,840,ANS 170
21407,,,850,900,,,,,,,ANS 170
21408,790,840,,,790,840,,,790,840,ANS 170
21408,,,910,960,,,,,,,ANS 170
21409,,,,,,,600,650,,,ANS 170
21409,790,840,,,790,840,,,790,840,ANS 170
21410,,,,,,,660,710,,,ANS 170
21410,790,840,,,790,840,,,790,840,ANS 170
21411,790,840,,,790,840,,,790,840,ANS 170
21411,,,,,,,730,780,,,ANS 170
21412,790,840,,,790,840,,,790,840,ANS 170
21412,,,,,,,,,600,650,ANS 170
@,,,,,,,,,,,ANS 190C
@,,,,,,,,,,,ANS 192
@,,,,,,,,,,,ANS 194
@,,,,,,,,,,,ANS 194
@,,,,,,,,,,,ANS 194HA
@,,,,,,,,,,,ANS 194HA
@,,,,,,,,,,,ANS 197T
@,,,,,,,,,,,ANS 198
@,,,,,,,,,,,ANS 199
@,,,,,,,,,,,ANS 290C
21750,730,780,,,,,,,,,ANS 291
@,,,,,,,,,,,ANS 297
@,,,,,,,,,,,ANS 298
@,,,,,,,,,,,ANS 299
21930,,,820,900,,,820,900,,,ANT 001
21930,,,970,1020,,,,,,,ANT 001
21931,,,820,900,,,820,900,,,ANT 001
21931,,,1030,1080,,,,,,,ANT 001
21933,,,,,480,530,,,,,ANT 001
21933,,,820,900,,,820,900,,,ANT 001
21934,,,,,540,590,,,,,ANT 001
21934,,,820,900,,,820,900,,,ANT 001
21935,,,,,600,650,,,,,ANT 001
21935,,,820,900,,,820,900,,,ANT 001
21936,,,,,660,710,,,,,ANT 001
21936,,,820,900,,,820,900,,,ANT 001
21937,,,,,730,780,,,,,ANT 001
21937,,,820,900,,,820,900,,,ANT 001
21938,,,,,790,840,,,,,ANT 001
21938,,,820,900,,,820,900,,,ANT 001
21939,,,820,900,,,820,900,,,ANT 001
21939,,,,,850,900,,,,,ANT 001
21940,,,820,900,,,820,900,,,ANT 001
21940,,,,,910,960,,,,,ANT 001
53285,,,1090,1140,,,,,,,ANT 001
53285,,,820,900,,,820,900,,,ANT 001
21941,,,480,560,,,480,560,,,ANT 002
21941,,,570,590,,,570,590,,,ANT 002
21942,,,480,530,,,,,,,ANT 002
21942,,,630,710,,,630,710,,,ANT 002
21943,,,540,590,,,,,,,ANT 002
21943,,,630,710,,,630,710,,,ANT 002
21944,,,,,,,540,590,,,ANT 002
21944,,,630,710,,,630,710,,,ANT 002
21945,,,630,710,,,630,710,,,ANT 002
21945,,,,,,,,,660,710,ANT 002
21946,,,630,710,,,630,710,,,ANT 002
