CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
24435,730,780,,,730,780,,,730,780,BIS 002C
24435,1150,1200,,,,,,,,,BIS 002C
24436,,,,,,,1380,830,,,BIS 002C
24436,730,780,,,730,780,,,730,780,BIS 002C
24436,1150,1200,,,,,,,,,BIS 002C
24437,730,780,,,730,780,,,730,780,BIS 002C
24437,,,,,,,850,1020,,,BIS 002C
24437,1150,1200,,,,,,,,,BIS 002C
24438,1150,1200,,,,,,,,,BIS 002C
24438,730,780,,,730,780,,,730,780,BIS 002C
24438,,,,,,,850,1020,,,BIS 002C
24439,730,780,,,730,780,,,730,780,BIS 002C
24439,,,,,,,1050,1220,,,BIS 002C
24439,1150,1200,,,,,,,,,BIS 002C
24440,730,780,,,730,780,,,730,780,BIS 002C
24440,,,,,,,1050,1220,,,BIS 002C
24440,1150,1200,,,,,,,,,BIS 002C
24441,660,710,,,,,,,,,BIS 005
24442,730,780,,,,,,,,,BIS 005
24443,,,910,960,,,,,,,BIS 005
24444,,,,,660,710,,,,,BIS 005
24445,,,,,730,780,,,,,BIS 005
24446,,,,,,,,,660,710,BIS 005
24447,,,,,,,,,730,780,BIS 005
24448,,,,,540,590,,,,,BIS 010
24448,730,780,,,730,780,,,730,780,BIS 010
24449,,,,,600,650,,,,,BIS 010
24449,730,780,,,730,780,,,730,780,BIS 010
24450,,,,,660,710,,,,,BIS 010
24450,730,780,,,730,780,,,730,780,BIS 010
24451,730,780,,,730,780,,,730,780,BIS 010
24451,,,,,,,,,540,590,BIS 010
24452,730,780,,,730,780,,,730,780,BIS 010
24452,,,,,,,,,600,650,BIS 010
24453,730,780,,,730,780,,,730,780,BIS 010
24453,,,,,,,,,660,710,BIS 010
24455,,,,,,,,,730,900,BIS 023A
24455,,,,,730,780,,,,,BIS 023A
24456,,,,,730,780,,,,,BIS 023A
24456,,,,,,,,,940,1110,BIS 023A
@,,,,,,,,,,,BIS 092
@,,,,,,,,,,,BIS 098
@,,,,,,,,,,,BIS 099
24486,850,960,,,850,960,,,,,BIS 101
24487,,,970,1080,,,970,1080,,,BIS 101
24488,,,480,590,,,480,590,,,BIS 101
24494,,,,,,,660,710,,,BIS 101D
24496,,,,,1030,1080,,,,,BIS 101D
24497,,,,,,,600,650,,,BIS 101D
24498,,,,,,,540,590,,,BIS 101D
24499,,,,,,,850,900,,,BIS 101D
24501,,,,,,,970,1020,,,BIS 101D
24502,,,,,1090,1140,,,,,BIS 101D
24503,,,,,,,540,590,,,BIS 101D
24505,,,,,910,960,,,,,BIS 101D
24506,,,,,,,730,780,,,BIS 101D
24507,,,,,,,,,540,590,BIS 101D
24508,,,,,,,,,600,650,BIS 101D
24509,,,,,,,,,660,710,BIS 101D
24510,,,,,,,,,730,780,BIS 101D
24514,600,650,,,600,650,,,600,650,BIS 102
24515,790,840,,,790,840,,,790,840,BIS 102
24516,910,960,,,910,960,,,910,960,BIS 103
24517,,,820,900,,,820,900,,,BIS 103
24518,,,540,620,,,540,620,,,BIS 104
52955,660,710,,,660,710,,,660,710,BIS 104
24519,,,540,620,,,540,620,,,BIS 105
24520,,,820,900,,,820,900,,,BIS 181
@,,,,,,,,,,,BIS 192
@,,,,,,,,,,,BIS 194H
@,,,,,,,,,,,BIS 195B
@,,,,,,,,,,,BIS 197T
@,,,,,,,,,,,BIS 198
@,,,,,,,,,,,BIS 198
@,,,,,,,,,,,BIS 198
@,,,,,1000,1050,,,,,BIS 198
@,,,,,,,910,960,,,BIS 198
@,,,,,,,970,1020,,,BIS 198
@,,,,,,,,,,,BIS 199
@,,,,,,,,,,,BIS 298
@,,,,,,,,,,,BPT 201
@,,,,,,,,,,,BPH 200LA
@,,,,,,,,,,,BPH 200LB
24794,,,,,,,,,850,900,BPH 290
@,,,,,,,,,,,BPH 290C
24820,,,,,,,,,,,BPH 293
@,,,,,,,,,,,BPH 298
@,,,,,,,,,,,BPH 299
24882,,,940,960,,,940,960,,,BST 222
24882,,,850,930,,,850,930,,,BST 222
53527,,,730,810,,,730,810,,,BST 227
53527,,,820,840,,,820,840,,,BST 227
@,,,,,,,,,,,BST 298
@,,,,,,,,,,,BST 299
@,,,,,,,,,,,BST 299D
@,,,,,,,,,,,BIT 092
@,,,,,,,,,,,BIT 099
24630,,,600,650,,,600,650,,,BIT 150
24630,,,,,,,910,1020,,,BIT 150
24631,,,630,650,,,630,650,,,BIT 171
24631,,,660,710,,,660,710,,,BIT 171
@,,,,,,,,,,,BIT 189L
@,,,,,,,,,,,BIT 189L
@,,,,,,,,,,,BIT 192
@,,,,,,,,,,,BIT 194H
@,,,,,,,,,,,BIT 199
@,,,,,,,,,,,DEB 282
27573,,,,,,,,,660,710,DEB 294
23596,,,,,,,,,,,BAX 400
23597,,,,,,,,,,,BAX 400
23598,,,,,,,,,,,BAX 401
23599,,,,,,,,,,,BAX 401
23600,,,,,,,,,,,BAX 421
23601,,,,,,,,,,,BAX 421
23602,,,,,,,,,,,BAX 431
23603,,,,,,,,,,,BAX 431
23604,,,,,,,,,,,BAX 441
23605,,,,,,,,,,,BAX 441
23606,,,,,,,,,,,BAX 461
23607,,,,,,,,,,,BAX 461
25248,,,480,530,,,,,,,CHE 002A
25248,790,960,,,,,,,,,CHE 002A
25248,,,820,900,,,820,900,,,CHE 002A
25249,,,,,,,480,530,,,CHE 002A
25249,780,960,,,,,,,,,CHE 002A
25249,,,820,900,,,820,900,,,CHE 002A
25250,,,480,530,,,,,,,CHE 002A
25250,,,820,900,,,820,900,,,CHE 002A
25250,970,1140,,,,,,,,,CHE 002A
25251,,,,,,,480,530,,,CHE 002A
25251,,,820,900,,,820,900,,,CHE 002A
25251,970,1140,,,,,,,,,CHE 002A
25252,,,,,,,,,480,530,CHE 002A
25252,,,820,900,,,820,900,,,CHE 002A
25252,1150,1320,,,,,,,,,CHE 002A
25253,,,,,540,590,,,,,CHE 002A
25253,,,820,900,,,820,900,,,CHE 002A
25253,1150,1320,,,,,,,,,CHE 002A
25254,540,590,,,,,,,,,CHE 002A
25254,,,820,900,,,820,900,,,CHE 002A
25254,,,970,1140,,,,,,,CHE 002A
25255,,,820,900,,,820,900,,,CHE 002A
25255,970,1020,,,,,,,,,CHE 002A
25255,,,970,1140,,,,,,,CHE 002A
25256,,,,,,,,,540,590,CHE 002A
25256,,,,,790,960,,,,,CHE 002A
25256,,,820,900,,,820,900,,,CHE 002A
25257,,,,,,,,,480,530,CHE 002A
25257,,,,,790,960,,,,,CHE 002A
25257,,,820,900,,,820,900,,,CHE 002A
25258,,,,,,,,,540,590,CHE 002A
25258,,,820,900,,,820,900,,,CHE 002A
25258,,,,,970,1140,,,,,CHE 002A
25259,,,820,900,,,820,900,,,CHE 002A
25259,970,1020,,,,,,,,,CHE 002A
25259,,,,,970,1140,,,,,CHE 002A
25260,,,820,900,,,820,900,,,CHE 002A
25260,970,1020,,,,,,,,,CHE 002A
25260,,,,,1150,1320,,,,,CHE 002A
25261,,,820,900,,,820,900,,,CHE 002A
25261,1030,1080,,,,,,,,,CHE 002A
25261,,,,,1150,1320,,,,,CHE 002A
25262,,,,,,,540,710,,,CHE 002A
25262,,,820,900,,,820,900,,,CHE 002A
25262,1090,1140,,,,,,,,,CHE 002A
25263,,,,,,,540,710,,,CHE 002A
25263,,,820,900,,,820,900,,,CHE 002A
25263,1150,1200,,,,,,,,,CHE 002A
25264,480,530,,,,,,,,,CHE 002A
25264,,,820,900,,,820,900,,,CHE 002A
25264,,,,,,,970,1140,,,CHE 002A
25265,,,,,480,530,,,,,CHE 002A
25265,,,820,900,,,820,900,,,CHE 002A
25265,,,,,,,970,1140,,,CHE 002A
25266,,,820,900,,,820,900,,,CHE 002A
25266,,,1150,1200,,,,,,,CHE 002A
25266,,,,,,,1150,1320,,,CHE 002A
25267,,,820,900,,,820,900,,,CHE 002A
25267,,,1150,1200,,,,,,,CHE 002A
25267,,,,,,,1150,1320,,,CHE 002A
25268,,,480,530,,,,,,,CHE 002A
25268,790,960,,,,,,,,,CHE 002A
25268,,,820,900,,,820,900,,,CHE 002A
25269,,,,,,,,,540,590,CHE 002A
25269,,,,,790,960,,,,,CHE 002A
25269,,,820,900,,,820,900,,,CHE 002A
25270,,,820,900,,,820,900,,,CHE 002A
25270,,,,,,,,,,,CHE 002A
25271,790,960,,,,,,,,,CHE 002A
25271,1090,1140,,,,,,,,,CHE 002A
25271,540,590,,,540,590,,,540,590,CHE 002A
25272,540,590,,,540,590,,,540,590,CHE 002A
25272,790,960,,,,,,,,,CHE 002A
25272,1150,1200,,,,,,,,,CHE 002A
25273,540,590,,,540,590,,,540,590,CHE 002A
25273,,,600,650,,,,,,,CHE 002A
25273,790,960,,,,,,,,,CHE 002A
25274,540,590,,,540,590,,,540,590,CHE 002A
25274,,,,,,,540,590,,,CHE 002A
25274,970,1140,,,,,,,,,CHE 002A
25275,,,,,,,480,530,,,CHE 002A
25275,540,590,,,540,590,,,540,590,CHE 002A
25275,970,1140,,,,,,,,,CHE 002A
25276,,,,,,,,,480,530,CHE 002A
25276,540,590,,,540,590,,,540,590,CHE 002A
25276,970,1140,,,,,,,,,CHE 002A
25277,,,,,,,600,650,,,CHE 002A
25277,540,590,,,540,590,,,540,590,CHE 002A
25277,,,540,710,,,,,,,CHE 002A
25278,540,590,,,540,590,,,540,590,CHE 002A
25278,,,540,710,,,,,,,CHE 002A
25278,,,,,,,730,780,,,CHE 002A
25279,540,590,,,540,590,,,540,590,CHE 002A
25279,,,1260,720,,,,,,,CHE 002A
25279,,,,,,,1030,1080,,,CHE 002A
25280,540,590,,,540,590,,,540,590,CHE 002A
25280,,,,,,,,,600,650,CHE 002A
25280,,,1150,1320,,,,,,,CHE 002A
25281,540,590,,,540,590,,,540,590,CHE 002A
25281,,,,,600,650,,,,,CHE 002A
25281,,,1150,1320,,,,,,,CHE 002A
25282,540,590,,,540,590,,,540,590,CHE 002A
25282,1030,1080,,,,,,,,,CHE 002A
25282,,,1150,1320,,,,,,,CHE 002A
25283,540,590,,,540,590,,,540,590,CHE 002A
25283,,,,,790,960,,,,,CHE 002A
25283,,,1030,1080,,,,,,,CHE 002A
25284,540,590,,,540,590,,,540,590,CHE 002A
25284,600,650,,,,,,,,,CHE 002A
25284,,,,,790,960,,,,,CHE 002A
25285,540,590,,,540,590,,,540,590,CHE 002A
25285,,,,,,,,,600,650,CHE 002A
25285,,,,,790,960,,,,,CHE 002A
25286,540,590,,,540,590,,,540,590,CHE 002A
25286,,,,,970,1140,,,,,CHE 002A
25286,1030,1080,,,,,,,,,CHE 002A
25287,540,590,,,540,590,,,540,590,CHE 002A
25287,,,790,840,,,,,,,CHE 002A
25287,,,,,970,1140,,,,,CHE 002A
25288,,,,,1150,1320,,,,,CHE 002A
25288,540,590,,,540,590,,,540,590,CHE 002A
25288,,,,,660,710,,,,,CHE 002A
25289,540,590,,,540,590,,,540,590,CHE 002A
25289,,,,,,,540,590,,,CHE 002A
25289,,,,,1150,1320,,,,,CHE 002A
25290,540,590,,,540,590,,,540,590,CHE 002A
25290,,,,,,,540,710,,,CHE 002A
25290,,,790,840,,,,,,,CHE 002A
25291,540,590,,,540,590,,,540,590,CHE 002A
25291,,,,,,,540,710,,,CHE 002A
25291,,,,,,,,,970,1020,CHE 002A
25292,540,590,,,540,590,,,540,590,CHE 002A
25292,,,,,,,,,,,CHE 002A
25293,,,,,,,790,840,,,CHE 002A
25293,910,960,,,910,960,,,910,960,CHE 002A
25293,970,1140,,,,,,,,,CHE 002A
25294,,,790,840,,,,,,,CHE 002A
25294,910,960,,,910,960,,,910,960,CHE 002A
25294,970,1140,,,,,,,,,CHE 002A
25295,910,960,,,910,960,,,910,960,CHE 002A
25295,1150,1320,,,,,,,,,CHE 002A
25295,850,900,,,,,,,,,CHE 002A
25296,910,960,,,910,960,,,910,960,CHE 002A
25296,1030,1080,,,,,,,,,CHE 002A
25296,,,,,,,1150,1320,,,CHE 002A
25297,,,540,710,,,,,,,CHE 002A
25297,,,,,850,900,,,,,CHE 002A
25297,910,960,,,910,960,,,910,960,CHE 002A
25298,,,540,710,,,,,,,CHE 002A
25298,,,,,790,840,,,,,CHE 002A
25298,910,960,,,910,960,,,910,960,CHE 002A
25299,910,960,,,910,960,,,910,960,CHE 002A
25299,970,1020,,,,,,,,,CHE 002A
25299,,,,,,,1150,1320,,,CHE 002A
25300,,,790,960,,,,,,,CHE 002A
25300,910,960,,,910,960,,,910,960,CHE 002A
25300,,,,,,,1150,1200,,,CHE 002A
25301,,,,,,,,,790,840,CHE 002A
25301,910,960,,,910,960,,,910,960,CHE 002A
25301,,,970,1140,,,,,,,CHE 002A
25302,,,,,,,,,790,840,CHE 002A
25302,910,960,,,910,960,,,910,960,CHE 002A
25302,,,970,1140,,,,,,,CHE 002A
25303,910,960,,,910,960,,,910,960,CHE 002A
25303,,,,,970,1140,,,,,CHE 002A
25303,1090,1140,,,,,,,,,CHE 002A
25304,910,960,,,910,960,,,910,960,CHE 002A
25304,,,,,970,1140,,,,,CHE 002A
25304,1090,1140,,,,,,,,,CHE 002A
25305,910,960,,,910,960,,,910,960,CHE 002A
25305,,,1090,1140,,,,,,,CHE 002A
25305,,,,,1150,1320,,,,,CHE 002A
25306,910,960,,,910,960,,,910,960,CHE 002A
25306,,,1090,1140,,,,,,,CHE 002A
25306,,,,,1150,1320,,,,,CHE 002A
25307,,,,,,,540,710,,,CHE 002A
25307,910,960,,,910,960,,,910,960,CHE 002A
25307,,,,,1090,1140,,,,,CHE 002A
25308,,,,,,,540,710,,,CHE 002A
25308,910,960,,,910,960,,,910,960,CHE 002A
25308,,,,,1090,1140,,,,,CHE 002A
25309,,,,,,,790,960,,,CHE 002A
25309,910,960,,,910,960,,,910,960,CHE 002A
25309,,,,,,,1090,1140,,,CHE 002A
25310,,,,,,,1090,1140,,,CHE 002A
25310,,,,,,,790,960,,,CHE 002A
25310,910,960,,,910,960,,,910,960,CHE 002A
25311,910,960,,,910,960,,,910,960,CHE 002A
25311,970,1020,,,,,,,,,CHE 002A
25311,,,,,,,1150,1320,,,CHE 002A
25312,910,960,,,910,960,,,910,960,CHE 002A
25312,,,,,,,,,,,CHE 002A
25313,600,650,,,,,,,,,CHE 002A
25313,970,1020,,,970,1020,,,970,1020,CHE 002A
25313,1150,1320,,,,,,,,,CHE 002A
25314,970,1020,,,970,1020,,,970,1020,CHE 002A
25314,1090,1140,,,,,,,,,CHE 002A
25314,1150,1320,,,,,,,,,CHE 002A
25315,,,540,710,,,,,,,CHE 002A
25315,,,,,850,900,,,,,CHE 002A
25315,970,1020,,,970,1020,,,970,1020,CHE 002A
25316,,,540,710,,,,,,,CHE 002A
25316,,,850,900,,,,,,,CHE 002A
25316,970,1020,,,970,1020,,,970,1020,CHE 002A
25317,,,790,960,,,,,,,CHE 002A
25317,970,1020,,,970,1020,,,970,1020,CHE 002A
25317,1090,1140,,,,,,,,,CHE 002A
25318,,,790,960,,,,,,,CHE 002A
25318,970,1020,,,970,1020,,,970,1020,CHE 002A
25318,1030,1080,,,,,,,,,CHE 002A
25319,,,,,,,850,900,,,CHE 002A
25319,970,1020,,,970,1020,,,970,1020,CHE 002A
25319,,,970,1140,,,,,,,CHE 002A
25320,970,1020,,,970,1020,,,970,1020,CHE 002A
25320,,,970,1140,,,,,,,CHE 002A
25320,,,,,,,1090,1140,,,CHE 002A
25321,,,,,,,,,660,710,CHE 002A
25321,970,1020,,,970,1020,,,970,1020,CHE 002A
25321,,,1150,1320,,,,,,,CHE 002A
25322,,,,,,,,,660,710,CHE 002A
25322,970,1020,,,970,1020,,,970,1020,CHE 002A
25322,,,1150,1320,,,,,,,CHE 002A
25323,,,,,790,960,,,,,CHE 002A
25323,970,1020,,,970,1020,,,970,1020,CHE 002A
25323,1150,1200,,,,,,,,,CHE 002A
25324,,,,,790,960,,,,,CHE 002A
25324,970,1020,,,970,1020,,,970,1020,CHE 002A
25324,1150,1200,,,,,,,,,CHE 002A
25325,,,,,,,790,960,,,CHE 002A
25325,970,1020,,,970,1020,,,970,1020,CHE 002A
25325,,,1150,1200,,,,,,,CHE 002A
25326,,,,,,,790,960,,,CHE 002A
25326,970,1020,,,970,1020,,,970,1020,CHE 002A
25326,,,1150,1200,,,,,,,CHE 002A
25327,,,,,,,1150,1200,,,CHE 002A
25327,970,1020,,,970,1020,,,970,1020,CHE 002A
25327,,,,,,,970,1140,,,CHE 002A
25328,970,1020,,,970,1020,,,970,1020,CHE 002A
25328,,,,,,,970,1140,,,CHE 002A
25328,,,,,,,1150,1200,,,CHE 002A
25329,970,1020,,,970,1020,,,970,1020,CHE 002A
25329,,,,,,,970,1140,,,CHE 002A
25329,,,,,1030,1080,,,,,CHE 002A
25330,,,,,,,,,600,650,CHE 002A
25330,970,1020,,,970,1020,,,970,1020,CHE 002A
25330,,,,,,,970,1140,,,CHE 002A
25331,970,1020,,,970,1020,,,970,1020,CHE 002A
25331,1150,1200,,,,,,,,,CHE 002A
25331,,,,,,,1150,1320,,,CHE 002A
25332,,,790,960,,,,,,,CHE 002A
25332,970,1020,,,970,1020,,,970,1020,CHE 002A
25332,,,,,,,970,1020,,,CHE 002A
25333,970,1020,,,970,1020,,,970,1020,CHE 002A
25333,,,970,1140,,,,,,,CHE 002A
25333,,,,,,,1090,1140,,,CHE 002A
25334,970,1020,,,970,1020,,,970,1020,CHE 002A
25334,,,,,,,,,,,CHE 002A
25335,,,450,530,,,450,530,,,CHE 002A
25335,480,530,,,,,,,,,CHE 002A
25335,790,960,,,,,,,,,CHE 002A
25336,,,450,530,,,450,530,,,CHE 002A
25336,480,530,,,,,,,,,CHE 002A
25336,790,960,,,,,,,,,CHE 002A
25337,,,450,530,,,450,530,,,CHE 002A
25337,480,530,,,,,,,,,CHE 002A
25337,790,960,,,,,,,,,CHE 002A
25338,,,450,530,,,450,530,,,CHE 002A
25338,480,530,,,,,,,,,CHE 002A
25338,970,1140,,,,,,,,,CHE 002A
25339,,,450,530,,,450,530,,,CHE 002A
25339,,,,,480,530,,,,,CHE 002A
25339,1150,1320,,,,,,,,,CHE 002A
25340,,,450,530,,,450,530,,,CHE 002A
25340,,,,,480,530,,,,,CHE 002A
25340,,,540,710,,,,,,,CHE 002A
25341,,,450,530,,,450,530,,,CHE 002A
25341,,,,,,,,,480,530,CHE 002A
25341,,,790,960,,,,,,,CHE 002A
25342,,,450,530,,,450,530,,,CHE 002A
25342,,,790,960,,,,,,,CHE 002A
25342,1030,1080,,,,,,,,,CHE 002A
25343,,,450,530,,,450,530,,,CHE 002A
25343,,,790,960,,,,,,,CHE 002A
25343,,,,,1030,1080,,,,,CHE 002A
25344,,,450,530,,,450,530,,,CHE 002A
25344,,,,,,,,,480,530,CHE 002A
25344,,,970,1140,,,,,,,CHE 002A
25345,,,450,530,,,450,530,,,CHE 002A
25345,,,,,,,,,480,530,CHE 002A
25345,,,1150,1320,,,,,,,CHE 002A
25346,,,450,530,,,450,530,,,CHE 002A
25346,,,1150,1320,,,,,,,CHE 002A
25346,1210,1260,,,,,,,,,CHE 002A
25347,,,450,530,,,450,530,,,CHE 002A
25347,,,1150,1320,,,,,,,CHE 002A
25347,1210,1260,,,,,,,,,CHE 002A
25348,,,450,530,,,450,530,,,CHE 002A
25348,,,,,790,960,,,,,CHE 002A
25348,,,1210,1260,,,,,,,CHE 002A
25349,,,450,530,,,450,530,,,CHE 002A
25349,,,,,970,1140,,,,,CHE 002A
25349,,,1210,1260,,,,,,,CHE 002A
25350,,,450,530,,,450,530,,,CHE 002A
25350,,,,,1150,1320,,,,,CHE 002A
25350,,,,,,,1210,1260,,,CHE 002A
25351,,,450,530,,,450,530,,,CHE 002A
25351,,,,,,,540,710,,,CHE 002A
25351,,,,,,,1210,1260,,,CHE 002A
25352,,,450,530,,,450,530,,,CHE 002A
25352,,,,,,,790,960,,,CHE 002A
25352,,,,,,,1210,1260,,,CHE 002A
25353,,,,,,,790,960,,,CHE 002A
25353,,,,,,,,,1210,1260,CHE 002A
25353,,,450,530,,,450,530,,,CHE 002A
25354,,,450,530,,,450,530,,,CHE 002A
25354,,,,,,,960,1140,,,CHE 002A
25354,,,,,,,1150,1200,,,CHE 002A
25355,,,450,530,,,450,530,,,CHE 002A
25355,,,,,,,970,1140,,,CHE 002A
25355,,,,,,,,,1210,1260,CHE 002A
25356,,,450,530,,,450,530,,,CHE 002A
25356,,,,,,,,,,,CHE 002A
25357,730,780,,,730,780,,,730,780,CHE 002AH
25357,790,960,,,,,,,,,CHE 002AH
25358,730,780,,,730,780,,,730,780,CHE 002AH
25358,,,790,960,,,,,,,CHE 002AH
25359,,,,,790,960,,,,,CHE 002AH
25359,730,780,,,730,780,,,730,780,CHE 002AH
25360,730,780,,,730,780,,,730,780,CHE 002AH
25360,,,,,,,790,960,,,CHE 002AH
25361,730,780,,,730,780,,,730,780,CHE 002AH
25361,,,540,710,,,,,,,CHE 002AH
25362,540,590,,,540,590,,,540,590,CHE 002C
25362,790,960,,,,,,,,,CHE 002C
25362,,,,,1210,1260,,,,,CHE 002C
25363,540,590,,,540,590,,,540,590,CHE 002C
25363,790,960,,,,,,,,,CHE 002C
25363,,,,,1150,1200,,,,,CHE 002C
25364,540,590,,,540,590,,,540,590,CHE 002C
25364,1150,1320,,,,,,,,,CHE 002C
25364,,,,,1210,1260,,,,,CHE 002C
25365,540,590,,,540,590,,,540,590,CHE 002C
25365,1150,1320,,,,,,,,,CHE 002C
25365,,,,,1150,1200,,,,,CHE 002C
25366,,,480,530,,,,,,,CHE 002C
25366,540,590,,,540,590,,,540,590,CHE 002C
25366,,,540,710,,,,,,,CHE 002C
25367,,,480,530,,,,,,,CHE 002C
25367,540,590,,,540,590,,,540,590,CHE 002C
25367,,,540,710,,,,,,,CHE 002C
25368,540,590,,,540,590,,,540,590,CHE 002C
25368,,,1090,1140,,,,,,,CHE 002C
25368,,,1150,1320,,,,,,,CHE 002C
25369,540,590,,,540,590,,,540,590,CHE 002C
25369,,,1090,1140,,,,,,,CHE 002C
25369,,,1150,1320,,,,,,,CHE 002C
25370,540,590,,,540,590,,,540,590,CHE 002C
25370,,,,,970,1140,,,,,CHE 002C
25370,,,,,1210,1260,,,,,CHE 002C
25371,540,590,,,540,590,,,540,590,CHE 002C
25371,,,,,,,,,910,960,CHE 002C
25371,,,,,970,1140,,,,,CHE 002C
25372,,,,,480,530,,,,,CHE 002C
25372,540,590,,,540,590,,,540,590,CHE 002C
25372,,,,,,,540,710,,,CHE 002C
25373,,,,,,,540,710,,,CHE 002C
25373,,,,,480,530,,,,,CHE 002C
25373,540,590,,,540,590,,,540,590,CHE 002C
25374,,,,,,,,,480,530,CHE 002C
25374,540,590,,,540,590,,,540,590,CHE 002C
25374,,,,,,,970,1140,,,CHE 002C
25375,,,,,,,,,480,530,CHE 002C
25375,540,590,,,540,590,,,540,590,CHE 002C
25375,,,,,,,970,1140,,,CHE 002C
25378,540,590,,,540,590,,,540,590,CHE 002C
25378,,,,,,,,,,,CHE 002C
25379,480,530,,,480,530,,,480,530,CHE 002C
25379,,,480,530,,,,,,,CHE 002C
25379,970,1140,,,,,,,,,CHE 002C
25380,480,530,,,480,530,,,480,530,CHE 002C
25380,,,480,530,,,,,,,CHE 002C
25380,970,1140,,,,,,,,,CHE 002C
25381,480,530,,,480,530,,,480,530,CHE 002C
25381,,,790,960,,,,,,,CHE 002C
25381,,,,,,,,,970,1020,CHE 002C
25382,480,530,,,480,530,,,480,530,CHE 002C
25382,,,,,,,480,530,,,CHE 002C
25382,,,790,960,,,,,,,CHE 002C
25383,480,530,,,480,530,,,480,530,CHE 002C
25383,,,,,,,,,600,650,CHE 002C
25383,,,970,1140,,,,,,,CHE 002C
25384,480,530,,,480,530,,,480,530,CHE 002C
25384,,,,,,,,,660,710,CHE 002C
25384,,,970,1140,,,,,,,CHE 002C
25385,480,530,,,480,530,,,480,530,CHE 002C
25385,,,,,790,960,,,,,CHE 002C
25385,,,,,1210,1260,,,,,CHE 002C
25386,480,530,,,480,530,,,480,530,CHE 002C
25386,,,,,790,960,,,,,CHE 002C
25386,,,,,1150,1200,,,,,CHE 002C
25387,480,530,,,480,530,,,480,530,CHE 002C
25387,,,,,,,,,970,1020,CHE 002C
25387,,,,,1150,1320,,,,,CHE 002C
25388,480,530,,,480,530,,,480,530,CHE 002C
25388,,,,,,,1090,1140,,,CHE 002C
25388,,,,,1150,1320,,,,,CHE 002C
25389,480,530,,,480,530,,,480,530,CHE 002C
25389,,,,,,,480,530,,,CHE 002C
25389,,,,,,,790,960,,,CHE 002C
25390,480,530,,,480,530,,,480,530,CHE 002C
25390,,,,,,,480,530,,,CHE 002C
25390,,,,,,,790,960,,,CHE 002C
25391,480,530,,,480,530,,,480,530,CHE 002C
25391,,,1150,1200,,,,,,,CHE 002C
25391,,,,,,,1150,1320,,,CHE 002C
25393,480,530,,,480,530,,,480,530,CHE 002C
25393,,,,,,,,,,,CHE 002C
25394,,,540,590,,,540,590,,,CHE 008A
25395,600,650,,,600,650,,,600,650,CHE 008B
25395,790,960,,,,,,,,,CHE 008B
25396,,,540,710,,,,,,,CHE 008B
25396,600,650,,,600,650,,,600,650,CHE 008B
25397,600,650,,,600,650,,,600,650,CHE 008B
25397,,,790,960,,,,,,,CHE 008B
25398,600,650,,,600,650,,,600,650,CHE 008B
25398,,,1150,1320,,,,,,,CHE 008B
25399,600,650,,,600,650,,,600,650,CHE 008B
25399,,,,,790,960,,,,,CHE 008B
25400,,,,,,,540,710,,,CHE 008B
25400,600,650,,,600,650,,,600,650,CHE 008B
25401,600,650,,,600,650,,,600,650,CHE 008B
25401,,,,,,,790,960,,,CHE 008B
25402,600,650,,,600,650,,,600,650,CHE 008B
25402,,,,,,,970,1140,,,CHE 008B
25403,600,650,,,600,650,,,600,650,CHE 008B
25403,790,960,,,,,,,,,CHE 008B
25404,,,540,710,,,,,,,CHE 008B
25404,600,650,,,600,650,,,600,650,CHE 008B
25405,600,650,,,600,650,,,600,650,CHE 008B
25405,,,790,960,,,,,,,CHE 008B
25406,600,650,,,600,650,,,600,650,CHE 008B
25406,,,1150,1320,,,,,,,CHE 008B
25407,600,650,,,600,650,,,600,650,CHE 008B
25407,,,,,790,960,,,,,CHE 008B
25408,,,,,,,540,710,,,CHE 008B
25408,600,650,,,600,650,,,600,650,CHE 008B
25409,,,,,,,,,,,CHE 008B
25409,600,650,,,600,650,,,600,650,CHE 008B
25410,850,960,,,850,960,,,,,CHE 010
@,,,,,,,,,,,CHE 098
25512,,,1030,1080,,,1030,1080,,,CHE 104
25512,,,1090,1260,,,,,,,CHE 104
25513,,,1030,1080,,,1030,1080,,,CHE 104
25513,,,,,1150,1320,,,,,CHE 104
25514,,,1030,1080,,,1030,1080,,,CHE 104
25514,,,,,,,1090,1260,,,CHE 104
25516,,,540,710,,,540,710,,,CHE 105
25516,,,730,780,,,730,780,,,CHE 105
25517,,,730,780,,,730,780,,,CHE 105
25517,,,790,960,,,790,960,,,CHE 105
25518,970,1140,,,970,1140,,,,,CHE 105
25518,,,730,780,,,730,780,,,CHE 105
25519,540,590,,,540,590,,,540,590,CHE 107A
25520,,,820,900,,,820,900,,,CHE 107A
25521,540,590,,,540,590,,,540,590,CHE 110A
25521,,,,,,,1150,1200,,,CHE 110A
25522,540,590,,,540,590,,,540,590,CHE 110A
25522,,,1090,1140,,,,,,,CHE 110A
25523,,,480,560,,,480,560,,,CHE 110A
25523,,,1030,1080,,,,,,,CHE 110A
25524,,,480,560,,,480,560,,,CHE 110A
25524,,,,,,,1090,1140,,,CHE 110A
25525,,,,,,,480,530,,,CHE 110B
25525,540,590,,,540,590,,,540,590,CHE 110B
25526,540,590,,,540,590,,,540,590,CHE 110B
25526,,,480,530,,,,,,,CHE 110B
